group,subject_id,condition,beat_number,elapsed_sec,relative_sec,relative_min,normalized_position,heart_rate_bpm,recording_duration_sec
spontaneous_breathing,N2,baseline,18469,65839.836,18136.75,302.279,0.8399,71.09,21594.0
spontaneous_breathing,N2,baseline,18577,65958.883,18255.797,304.263,0.8454,55.25,21594.0
spontaneous_breathing,N2,baseline,18685,66077.422,18374.336,306.239,0.8509,51.19,21594.0
spontaneous_breathing,N2,baseline,18793,66197.438,18494.352,308.239,0.8565,54.84,21594.0
spontaneous_breathing,N2,baseline,18901,66316.914,18613.828,310.23,0.862,54.1,21594.0
spontaneous_breathing,N2,baseline,19009,66435.852,18732.766,312.213,0.8675,51.9,21594.0
spontaneous_breathing,N2,baseline,19117,66556.891,18853.805,314.23,0.8731,76.82,21594.0
spontaneous_breathing,N2,baseline,19225,66666.188,18963.102,316.052,0.8782,55.25,21594.0
spontaneous_breathing,N2,baseline,19333,66778.375,19075.289,317.921,0.8834,59.52,21594.0
spontaneous_breathing,N2,baseline,19441,66887.789,19184.703,319.745,0.8884,54.84,21594.0
spontaneous_breathing,N2,baseline,19549,67002.117,19299.031,321.651,0.8937,56.5,21594.0
spontaneous_breathing,N2,baseline,19657,67117.508,19414.422,323.574,0.8991,56.07,21594.0
spontaneous_breathing,N2,baseline,19765,67233.445,19530.359,325.506,0.9044,56.07,21594.0
spontaneous_breathing,N2,baseline,19873,67350.641,19647.555,327.459,0.9099,54.1,21594.0
spontaneous_breathing,N2,baseline,19981,67469.891,19766.805,329.447,0.9154,53.72,21594.0
spontaneous_breathing,N2,baseline,20089,67587.453,19884.367,331.406,0.9208,53.72,21594.0
spontaneous_breathing,N2,baseline,20197,67707.516,20004.43,333.407,0.9264,53.33,21594.0
spontaneous_breathing,N2,baseline,20305,67828.633,20125.547,335.426,0.932,54.1,21594.0
spontaneous_breathing,N2,baseline,20413,67944.172,20241.086,337.351,0.9373,57.31,21594.0
spontaneous_breathing,N2,baseline,20521,68063.203,20360.117,339.335,0.9429,52.26,21594.0
spontaneous_breathing,N2,baseline,20629,68183.742,20480.656,341.344,0.9484,53.33,21594.0
spontaneous_breathing,N2,baseline,20737,68304.367,20601.281,343.355,0.954,53.33,21594.0
spontaneous_breathing,N2,baseline,20845,68423.367,20720.281,345.338,0.9595,52.59,21594.0
spontaneous_breathing,N2,baseline,20953,68543.219,20840.133,347.336,0.9651,54.45,21594.0
spontaneous_breathing,N2,baseline,21061,68658.625,20955.539,349.259,0.9704,52.26,21594.0
spontaneous_breathing,N2,baseline,21169,68777.109,21074.023,351.234,0.9759,55.25,21594.0
spontaneous_breathing,N2,baseline,21277,68895.844,21192.758,353.213,0.9814,54.1,21594.0
spontaneous_breathing,N2,baseline,21385,69016.594,21313.508,355.225,0.987,54.45,21594.0
spontaneous_breathing,N2,baseline,21493,69136.344,21433.258,357.221,0.9926,52.96,21594.0
spontaneous_breathing,N2,baseline,21601,69257.555,21554.469,359.241,0.9982,53.72,21594.0
spontaneous_breathing,N3,baseline,1,57604.422,0.0,0.0,0.0,51.55,16742.7
spontaneous_breathing,N3,baseline,86,57693.719,89.297,1.488,0.0053,52.26,16742.7
spontaneous_breathing,N3,baseline,171,57781.336,176.914,2.949,0.0106,78.33,16742.7
spontaneous_breathing,N3,baseline,256,57867.164,262.742,4.379,0.0157,58.2,16742.7
spontaneous_breathing,N3,baseline,341,57956.898,352.476,5.875,0.0211,58.2,16742.7
spontaneous_breathing,N3,baseline,426,58045.984,441.562,7.359,0.0264,55.66,16742.7
spontaneous_breathing,N3,baseline,511,58137.578,533.156,8.886,0.0318,59.52,16742.7
spontaneous_breathing,N3,baseline,596,58227.414,622.992,10.383,0.0372,60.48,16742.7
spontaneous_breathing,N3,baseline,681,58315.312,710.89,11.848,0.0425,60.0,16742.7
spontaneous_breathing,N3,baseline,766,58405.578,801.156,13.353,0.0479,54.1,16742.7
spontaneous_breathing,N3,baseline,851,58494.742,890.32,14.839,0.0532,52.96,16742.7
spontaneous_breathing,N3,baseline,936,58582.828,978.406,16.307,0.0584,61.41,16742.7
spontaneous_breathing,N3,baseline,1021,58670.57,1066.148,17.769,0.0637,46.55,16742.7
spontaneous_breathing,N3,baseline,1106,58760.508,1156.086,19.268,0.0691,59.52,16742.7
spontaneous_breathing,N3,baseline,1191,58851.344,1246.922,20.782,0.0745,63.97,16742.7
spontaneous_breathing,N3,baseline,1276,58940.898,1336.476,22.275,0.0798,65.08,16742.7
spontaneous_breathing,N3,baseline,1361,59020.891,1416.469,23.608,0.0846,64.52,16742.7
spontaneous_breathing,N3,baseline,1446,59097.922,1493.5,24.892,0.0892,58.2,16742.7
spontaneous_breathing,N3,baseline,1531,59171.57,1567.148,26.119,0.0936,87.21,16742.7
spontaneous_breathing,N3,baseline,1616,59243.391,1638.969,27.316,0.0979,47.69,16742.7
spontaneous_breathing,N3,baseline,1701,59333.086,1728.664,28.811,0.1032,63.97,16742.7
spontaneous_breathing,N3,baseline,1786,59420.625,1816.203,30.27,0.1085,48.0,16742.7
spontaneous_breathing,N3,baseline,1871,59506.695,1902.273,31.705,0.1136,58.65,16742.7
spontaneous_breathing,N3,baseline,1956,59593.648,1989.226,33.154,0.1188,52.59,16742.7
spontaneous_breathing,N3,baseline,2041,59686.469,2082.047,34.701,0.1244,47.39,16742.7
spontaneous_breathing,N3,baseline,2126,59777.406,2172.984,36.216,0.1298,47.69,16742.7
spontaneous_breathing,N3,baseline,2211,59858.828,2254.406,37.573,0.1347,79.16,16742.7
spontaneous_breathing,N3,baseline,2296,59940.961,2336.539,38.942,0.1396,63.49,16742.7
spontaneous_breathing,N3,baseline,2381,60030.805,2426.383,40.44,0.1449,55.25,16742.7
spontaneous_breathing,N3,baseline,2466,60121.125,2516.703,41.945,0.1503,63.97,16742.7
spontaneous_breathing,N3,baseline,2551,60209.984,2605.562,43.426,0.1556,52.96,16742.7
spontaneous_breathing,N3,baseline,2636,60299.586,2695.164,44.919,0.161,63.49,16742.7
spontaneous_breathing,N3,baseline,2721,60388.266,2783.844,46.397,0.1663,63.49,16742.7
spontaneous_breathing,N3,baseline,2806,60475.367,2870.945,47.849,0.1715,61.92,16742.7
spontaneous_breathing,N3,baseline,2891,60562.031,2957.609,49.293,0.1767,63.49,16742.7
spontaneous_breathing,N3,baseline,2976,60652.172,3047.75,50.796,0.182,60.0,16742.7
spontaneous_breathing,N3,baseline,3061,60739.773,3135.351,52.256,0.1873,53.72,16742.7
spontaneous_breathing,N3,baseline,3146,60826.133,3221.711,53.695,0.1924,63.97,16742.7
spontaneous_breathing,N3,baseline,3231,60913.414,3308.992,55.15,0.1976,60.0,16742.7
spontaneous_breathing,N3,baseline,3316,61003.461,3399.039,56.651,0.203,54.84,16742.7
spontaneous_breathing,N3,baseline,3401,61091.508,3487.086,58.118,0.2083,60.48,16742.7
spontaneous_breathing,N3,baseline,3486,61178.484,3574.062,59.568,0.2135,56.5,16742.7
spontaneous_breathing,N3,baseline,3571,61265.133,3660.711,61.012,0.2186,55.25,16742.7
spontaneous_breathing,N3,baseline,3656,61351.961,3747.539,62.459,0.2238,55.66,16742.7
spontaneous_breathing,N3,baseline,3741,61439.297,3834.875,63.915,0.229,61.92,16742.7
spontaneous_breathing,N3,baseline,3826,61522.906,3918.484,65.308,0.234,60.0,16742.7
spontaneous_breathing,N3,baseline,3911,61609.352,4004.93,66.749,0.2392,54.1,16742.7
spontaneous_breathing,N3,baseline,3996,61698.609,4094.187,68.236,0.2445,59.06,16742.7
spontaneous_breathing,N3,baseline,4081,61785.75,4181.328,69.689,0.2497,61.92,16742.7
spontaneous_breathing,N3,baseline,4166,61874.25,4269.828,71.164,0.255,59.06,16742.7
spontaneous_breathing,N3,baseline,4251,61957.453,4353.031,72.551,0.26,57.75,16742.7
spontaneous_breathing,N3,baseline,4336,62031.992,4427.57,73.793,0.2644,68.57,16742.7
spontaneous_breathing,N3,baseline,4421,62121.859,4517.437,75.291,0.2698,57.75,16742.7
spontaneous_breathing,N3,baseline,4506,62211.305,4606.883,76.781,0.2752,55.66,16742.7
spontaneous_breathing,N3,baseline,4591,62285.906,4681.484,78.025,0.2796,74.53,16742.7
spontaneous_breathing,N3,baseline,4676,62351.945,4747.523,79.125,0.2836,67.34,16742.7
spontaneous_breathing,N3,baseline,4761,62433.867,4829.445,80.491,0.2885,56.07,16742.7
spontaneous_breathing,N3,baseline,4846,62518.578,4914.156,81.903,0.2935,50.51,16742.7
spontaneous_breathing,N3,baseline,4931,62608.508,5004.086,83.401,0.2989,44.64,16742.7
spontaneous_breathing,N3,baseline,5016,62699.922,5095.5,84.925,0.3043,47.69,16742.7
spontaneous_breathing,N3,baseline,5101,62788.727,5184.305,86.405,0.3096,63.49,16742.7
spontaneous_breathing,N3,baseline,5186,62870.75,5266.328,87.772,0.3145,81.74,16742.7
spontaneous_breathing,N3,baseline,5271,62939.219,5334.797,88.913,0.3186,67.34,16742.7
spontaneous_breathing,N3,baseline,5356,63022.555,5418.133,90.302,0.3236,76.82,16742.7
spontaneous_breathing,N3,baseline,5441,63102.695,5498.273,91.638,0.3284,65.08,16742.7
spontaneous_breathing,N3,baseline,5526,63182.453,5578.031,92.967,0.3332,70.42,16742.7
spontaneous_breathing,N3,baseline,5611,63263.258,5658.836,94.314,0.338,88.24,16742.7
spontaneous_breathing,N3,baseline,5696,63344.766,5740.344,95.672,0.3429,58.2,16742.7
spontaneous_breathing,N3,baseline,5781,63433.289,5828.867,97.148,0.3481,44.15,16742.7
spontaneous_breathing,N3,baseline,5866,63515.711,5911.289,98.521,0.3531,60.48,16742.7
spontaneous_breathing,N3,baseline,5951,63587.68,5983.258,99.721,0.3574,58.65,16742.7
spontaneous_breathing,N3,baseline,6036,63672.344,6067.922,101.132,0.3624,69.2,16742.7
spontaneous_breathing,N3,baseline,6121,63755.469,6151.047,102.517,0.3674,67.95,16742.7
spontaneous_breathing,N3,baseline,6206,63840.438,6236.016,103.934,0.3725,82.53,16742.7
spontaneous_breathing,N3,baseline,6291,63917.617,6313.195,105.22,0.3771,68.57,16742.7
spontaneous_breathing,N3,baseline,6376,64003.438,6399.016,106.65,0.3822,71.09,16742.7
spontaneous_breathing,N3,baseline,6461,64083.609,6479.187,107.986,0.387,93.6,16742.7
spontaneous_breathing,N3,baseline,6546,64171.992,6567.57,109.459,0.3923,63.97,16742.7
spontaneous_breathing,N3,baseline,6631,64246.117,6641.695,110.695,0.3967,61.92,16742.7
spontaneous_breathing,N3,baseline,6716,64319.234,6714.812,111.914,0.4011,66.82,16742.7
spontaneous_breathing,N3,baseline,6801,64395.484,6791.062,113.184,0.4056,69.2,16742.7
spontaneous_breathing,N3,baseline,6886,64474.414,6869.992,114.5,0.4103,65.65,16742.7
spontaneous_breathing,N3,baseline,6971,64550.664,6946.242,115.771,0.4149,68.57,16742.7
spontaneous_breathing,N3,baseline,7056,64635.234,7030.812,117.18,0.4199,56.87,16742.7
spontaneous_breathing,N3,baseline,7141,64723.156,7118.734,118.646,0.4252,64.52,16742.7
spontaneous_breathing,N3,baseline,7226,64808.453,7204.031,120.067,0.4303,53.72,16742.7
spontaneous_breathing,N3,baseline,7311,64896.734,7292.312,121.539,0.4356,59.06,16742.7
spontaneous_breathing,N3,baseline,7396,64982.062,7377.64,122.961,0.4406,65.65,16742.7
spontaneous_breathing,N3,baseline,7481,65064.172,7459.75,124.329,0.4456,60.98,16742.7
spontaneous_breathing,N3,baseline,7566,65153.648,7549.226,125.82,0.4509,61.92,16742.7
spontaneous_breathing,N3,baseline,7651,65217.117,7612.695,126.878,0.4547,55.25,16742.7
spontaneous_breathing,N3,baseline,7736,65308.891,7704.469,128.408,0.4602,47.39,16742.7
spontaneous_breathing,N3,baseline,7821,65398.477,7794.055,129.901,0.4655,68.57,16742.7
spontaneous_breathing,N3,baseline,7906,65490.539,7886.117,131.435,0.471,52.96,16742.7
spontaneous_breathing,N3,baseline,7991,65579.594,7975.172,132.92,0.4763,64.52,16742.7
spontaneous_breathing,N3,baseline,8076,65663.711,8059.289,134.321,0.4814,52.26,16742.7
spontaneous_breathing,N3,baseline,8161,65753.008,8148.586,135.81,0.4867,61.41,16742.7
spontaneous_breathing,N3,baseline,8246,65837.539,8233.117,137.219,0.4917,60.0,16742.7
spontaneous_breathing,N3,baseline,8331,65919.383,8314.961,138.583,0.4966,92.59,16742.7
spontaneous_breathing,N3,baseline,8416,66011.227,8406.805,140.113,0.5021,64.52,16742.7
spontaneous_breathing,N3,baseline,8501,66097.172,8492.75,141.546,0.5073,57.31,16742.7
spontaneous_breathing,N3,baseline,8586,66182.891,8578.469,142.974,0.5124,66.82,16742.7
spontaneous_breathing,N3,baseline,8671,66272.625,8668.203,144.47,0.5177,57.31,16742.7
spontaneous_breathing,N3,baseline,8756,66368.141,8763.719,146.062,0.5234,56.07,16742.7
spontaneous_breathing,N3,baseline,8841,66458.805,8854.383,147.573,0.5289,57.31,16742.7
spontaneous_breathing,N3,baseline,8926,66552.07,8947.648,149.127,0.5344,49.55,16742.7
spontaneous_breathing,N3,baseline,9011,66644.523,9040.101,150.668,0.5399,47.39,16742.7
spontaneous_breathing,N3,baseline,9096,66735.57,9131.148,152.186,0.5454,65.08,16742.7
spontaneous_breathing,N3,baseline,9181,66828.852,9224.43,153.74,0.551,71.09,16742.7
spontaneous_breathing,N3,baseline,9266,66899.641,9295.219,154.92,0.5552,61.41,16742.7
spontaneous_breathing,N3,baseline,9351,66986.641,9382.219,156.37,0.5604,63.49,16742.7
spontaneous_breathing,N3,baseline,9436,67073.945,9469.523,157.825,0.5656,64.52,16742.7
spontaneous_breathing,N3,baseline,9521,67159.148,9554.726,159.245,0.5707,56.5,16742.7
spontaneous_breathing,N3,baseline,9606,67248.844,9644.422,160.74,0.576,56.87,16742.7
spontaneous_breathing,N3,baseline,9691,67339.305,9734.883,162.248,0.5814,48.9,16742.7
spontaneous_breathing,N3,baseline,9776,67422.617,9818.195,163.637,0.5864,66.23,16742.7
spontaneous_breathing,N3,baseline,9861,67512.57,9908.148,165.136,0.5918,64.52,16742.7
spontaneous_breathing,N3,baseline,9946,67601.414,9996.992,166.617,0.5971,60.0,16742.7
spontaneous_breathing,N3,baseline,10031,67680.898,10076.476,167.941,0.6018,64.52,16742.7
spontaneous_breathing,N3,baseline,10116,67756.078,10151.656,169.194,0.6063,79.16,16742.7
spontaneous_breathing,N3,baseline,10201,67828.375,10223.953,170.399,0.6107,78.33,16742.7
spontaneous_breathing,N3,baseline,10286,67908.719,10304.297,171.738,0.6155,60.48,16742.7
spontaneous_breathing,N3,baseline,10371,67984.836,10380.414,173.007,0.62,77.62,16742.7
spontaneous_breathing,N3,baseline,10456,68061.594,10457.172,174.286,0.6246,50.51,16742.7
spontaneous_breathing,N3,baseline,10541,68144.867,10540.445,175.674,0.6296,67.34,16742.7
spontaneous_breathing,N3,baseline,10626,68218.578,10614.156,176.903,0.634,63.97,16742.7
spontaneous_breathing,N3,baseline,10711,68291.227,10686.805,178.113,0.6383,78.33,16742.7
spontaneous_breathing,N3,baseline,10796,68367.328,10762.906,179.382,0.6428,69.2,16742.7
spontaneous_breathing,N3,baseline,10881,68437.609,10833.187,180.553,0.647,76.05,16742.7
spontaneous_breathing,N3,baseline,10966,68504.523,10900.101,181.668,0.651,62.96,16742.7
spontaneous_breathing,N3,baseline,11051,68587.938,10983.516,183.059,0.656,68.57,16742.7
spontaneous_breathing,N3,baseline,11136,68664.18,11059.758,184.329,0.6606,72.46,16742.7
spontaneous_breathing,N3,baseline,11221,68739.703,11135.281,185.588,0.6651,53.33,16742.7
spontaneous_breathing,N3,baseline,11306,68819.789,11215.367,186.923,0.6699,63.49,16742.7
spontaneous_breathing,N3,baseline,11391,68895.695,11291.273,188.188,0.6744,93.6,16742.7
spontaneous_breathing,N3,baseline,11476,68978.203,11373.781,189.563,0.6793,52.26,16742.7
spontaneous_breathing,N3,baseline,11561,69064.609,11460.187,191.003,0.6845,69.2,16742.7
spontaneous_breathing,N3,baseline,11646,69141.297,11536.875,192.281,0.6891,73.17,16742.7
spontaneous_breathing,N3,baseline,11731,69211.539,11607.117,193.452,0.6933,73.89,16742.7
spontaneous_breathing,N3,baseline,11816,69279.938,11675.516,194.592,0.6974,76.82,16742.7
spontaneous_breathing,N3,baseline,11901,69346.477,11742.055,195.701,0.7013,73.17,16742.7
spontaneous_breathing,N3,baseline,11986,69418.102,11813.68,196.895,0.7056,55.25,16742.7
spontaneous_breathing,N3,baseline,12071,69491.562,11887.14,198.119,0.71,66.82,16742.7
spontaneous_breathing,N3,baseline,12156,69567.789,11963.367,199.389,0.7145,71.77,16742.7
spontaneous_breathing,N3,baseline,12241,69639.281,12034.859,200.581,0.7188,60.98,16742.7
spontaneous_breathing,N3,baseline,12326,69724.039,12119.617,201.994,0.7239,65.08,16742.7
spontaneous_breathing,N3,baseline,12411,69804.195,12199.773,203.33,0.7287,62.44,16742.7
spontaneous_breathing,N3,baseline,12496,69883.961,12279.539,204.659,0.7334,55.66,16742.7
spontaneous_breathing,N3,baseline,12581,69969.391,12364.969,206.083,0.7385,63.97,16742.7
spontaneous_breathing,N3,baseline,12666,70051.008,12446.586,207.443,0.7434,71.77,16742.7
spontaneous_breathing,N3,baseline,12751,70124.531,12520.109,208.668,0.7478,58.2,16742.7
spontaneous_breathing,N3,baseline,12836,70210.891,12606.469,210.108,0.753,48.0,16742.7
spontaneous_breathing,N3,baseline,12921,70295.703,12691.281,211.521,0.758,63.49,16742.7
spontaneous_breathing,N3,baseline,13006,70381.148,12776.726,212.945,0.7631,69.2,16742.7
spontaneous_breathing,N3,baseline,13091,70471.797,12867.375,214.456,0.7685,57.31,16742.7
spontaneous_breathing,N3,baseline,13176,70562.031,12957.609,215.96,0.7739,50.21,16742.7
spontaneous_breathing,N3,baseline,13261,70646.68,13042.258,217.371,0.779,60.0,16742.7
spontaneous_breathing,N3,baseline,13346,70735.164,13130.742,218.846,0.7843,59.52,16742.7
spontaneous_breathing,N3,baseline,13431,70823.297,13218.875,220.315,0.7895,66.23,16742.7
spontaneous_breathing,N3,baseline,13516,70909.344,13304.922,221.749,0.7947,59.06,16742.7
spontaneous_breathing,N3,baseline,13601,70996.961,13392.539,223.209,0.7999,54.84,16742.7
spontaneous_breathing,N3,baseline,13686,71086.336,13481.914,224.699,0.8052,65.08,16742.7
spontaneous_breathing,N3,baseline,13771,71172.773,13568.351,226.139,0.8104,65.08,16742.7
spontaneous_breathing,N3,baseline,13856,71257.422,13653.0,227.55,0.8155,52.26,16742.7
spontaneous_breathing,N3,baseline,13941,71344.945,13740.523,229.009,0.8207,65.08,16742.7
spontaneous_breathing,N3,baseline,14026,71435.891,13831.469,230.524,0.8261,60.48,16742.7
spontaneous_breathing,N3,baseline,14111,71523.359,13918.937,231.982,0.8313,62.96,16742.7
spontaneous_breathing,N3,baseline,14196,71609.883,14005.461,233.424,0.8365,60.98,16742.7
spontaneous_breathing,N3,baseline,14281,71687.578,14083.156,234.719,0.8412,52.26,16742.7
spontaneous_breathing,N3,baseline,14366,71779.867,14175.445,236.257,0.8467,59.06,16742.7
spontaneous_breathing,N3,baseline,14451,71869.602,14265.18,237.753,0.852,52.96,16742.7
spontaneous_breathing,N3,baseline,14536,71958.883,14354.461,239.241,0.8574,49.55,16742.7
spontaneous_breathing,N3,baseline,14621,72046.797,14442.375,240.706,0.8626,66.23,16742.7
spontaneous_breathing,N3,baseline,14706,72131.617,14527.195,242.12,0.8677,60.98,16742.7
spontaneous_breathing,N3,baseline,14791,72221.812,14617.39,243.623,0.8731,61.92,16742.7
spontaneous_breathing,N3,baseline,14876,72307.945,14703.523,245.059,0.8782,57.31,16742.7
spontaneous_breathing,N3,baseline,14961,72395.195,14790.773,246.513,0.8834,64.52,16742.7
spontaneous_breathing,N3,baseline,15046,72479.273,14874.851,247.914,0.8884,52.59,16742.7
spontaneous_breathing,N3,baseline,15131,72564.844,14960.422,249.34,0.8935,67.34,16742.7
spontaneous_breathing,N3,baseline,15216,72650.117,15045.695,250.762,0.8986,65.65,16742.7
spontaneous_breathing,N3,baseline,15301,72736.125,15131.703,252.195,0.9038,67.34,16742.7
spontaneous_breathing,N3,baseline,15386,72817.977,15213.555,253.559,0.9087,65.08,16742.7
spontaneous_breathing,N3,baseline,15471,72894.297,15289.875,254.831,0.9132,70.42,16742.7
spontaneous_breathing,N3,baseline,15556,72980.906,15376.484,256.275,0.9184,62.96,16742.7
spontaneous_breathing,N3,baseline,15641,73067.234,15462.812,257.714,0.9236,60.0,16742.7
spontaneous_breathing,N3,baseline,15726,73153.812,15549.39,259.156,0.9287,49.55,16742.7
spontaneous_breathing,N3,baseline,15811,73242.984,15638.562,260.643,0.9341,63.49,16742.7
spontaneous_breathing,N3,baseline,15896,73320.219,15715.797,261.93,0.9387,59.06,16742.7
spontaneous_breathing,N3,baseline,15981,73391.344,15786.922,263.115,0.9429,49.55,16742.7
spontaneous_breathing,N3,baseline,16066,73481.242,15876.82,264.614,0.9483,67.34,16742.7
spontaneous_breathing,N3,baseline,16151,73556.516,15952.094,265.868,0.9528,75.28,16742.7
spontaneous_breathing,N3,baseline,16236,73626.297,16021.875,267.031,0.9569,76.82,16742.7
spontaneous_breathing,N3,baseline,16321,73710.359,16105.937,268.432,0.962,65.08,16742.7
spontaneous_breathing,N3,baseline,16406,73793.836,16189.414,269.824,0.967,66.82,16742.7
spontaneous_breathing,N3,baseline,16491,73871.445,16267.023,271.117,0.9716,89.29,16742.7
spontaneous_breathing,N3,baseline,16576,73953.289,16348.867,272.481,0.9765,73.17,16742.7
spontaneous_breathing,N3,baseline,16661,74031.367,16426.945,273.782,0.9811,70.42,16742.7
spontaneous_breathing,N3,baseline,16746,74106.945,16502.523,275.042,0.9857,61.92,16742.7
spontaneous_breathing,N3,baseline,16831,74191.086,16586.664,276.444,0.9907,69.85,16742.7
spontaneous_breathing,N3,baseline,16916,74273.062,16668.64,277.811,0.9956,60.48,16742.7
spontaneous_breathing,N3,baseline,17001,74342.133,16737.711,278.962,0.9997,83.45,16742.7
spontaneous_breathing,N4,baseline,1,55202.391,0.0,0.0,0.0,82.53,21595.4
spontaneous_breathing,N4,baseline,125,55295.992,93.601,1.56,0.0043,80.0,21595.4
spontaneous_breathing,N4,baseline,249,55390.516,188.125,3.135,0.0087,73.89,21595.4
spontaneous_breathing,N4,baseline,373,55489.398,287.007,4.783,0.0133,80.0,21595.4
spontaneous_breathing,N4,baseline,497,55588.672,386.281,6.438,0.0179,84.39,21595.4
spontaneous_breathing,N4,baseline,621,55687.734,485.343,8.089,0.0225,73.17,21595.4
spontaneous_breathing,N4,baseline,745,55780.609,578.218,9.637,0.0268,81.74,21595.4
spontaneous_breathing,N4,baseline,869,55877.797,675.406,11.257,0.0313,73.17,21595.4
spontaneous_breathing,N4,baseline,993,55979.172,776.781,12.946,0.036,77.62,21595.4
spontaneous_breathing,N4,baseline,1117,56078.609,876.218,14.604,0.0406,77.62,21595.4
spontaneous_breathing,N4,baseline,1241,56179.094,976.703,16.278,0.0452,80.0,21595.4
spontaneous_breathing,N4,baseline,1365,56282.562,1080.171,18.003,0.05,65.08,21595.4
spontaneous_breathing,N4,baseline,1489,56388.062,1185.671,19.761,0.0549,66.82,21595.4
spontaneous_breathing,N4,baseline,1613,56484.25,1281.859,21.364,0.0594,71.77,21595.4
spontaneous_breathing,N4,baseline,1737,56588.867,1386.476,23.108,0.0642,73.89,21595.4
spontaneous_breathing,N4,baseline,1861,56695.242,1492.851,24.881,0.0691,76.05,21595.4
spontaneous_breathing,N4,baseline,1985,56802.734,1600.343,26.672,0.0741,66.23,21595.4
spontaneous_breathing,N4,baseline,2109,56909.789,1707.398,28.457,0.0791,65.08,21595.4
spontaneous_breathing,N4,baseline,2233,57014.977,1812.586,30.21,0.0839,67.34,21595.4
spontaneous_breathing,N4,baseline,2357,57119.875,1917.484,31.958,0.0888,69.2,21595.4
spontaneous_breathing,N4,baseline,2481,57225.57,2023.179,33.72,0.0937,63.97,21595.4
spontaneous_breathing,N4,baseline,2605,57331.117,2128.726,35.479,0.0986,74.53,21595.4
spontaneous_breathing,N4,baseline,2729,57436.586,2234.195,37.237,0.1035,71.77,21595.4
spontaneous_breathing,N4,baseline,2853,57537.656,2335.265,38.921,0.1081,87.21,21595.4
spontaneous_breathing,N4,baseline,2977,57642.594,2440.203,40.67,0.113,72.46,21595.4
spontaneous_breathing,N4,baseline,3101,57746.977,2544.586,42.41,0.1178,66.23,21595.4
spontaneous_breathing,N4,baseline,3225,57845.766,2643.375,44.056,0.1224,79.16,21595.4
spontaneous_breathing,N4,baseline,3349,57951.266,2748.875,45.815,0.1273,78.33,21595.4
spontaneous_breathing,N4,baseline,3473,58058.484,2856.093,47.602,0.1323,72.46,21595.4
spontaneous_breathing,N4,baseline,3597,58165.828,2963.437,49.391,0.1372,70.42,21595.4
spontaneous_breathing,N4,baseline,3721,58269.797,3067.406,51.123,0.142,62.96,21595.4
spontaneous_breathing,N4,baseline,3845,58375.102,3172.711,52.879,0.1469,74.53,21595.4
spontaneous_breathing,N4,baseline,3969,58480.125,3277.734,54.629,0.1518,70.42,21595.4
spontaneous_breathing,N4,baseline,4093,58582.961,3380.57,56.343,0.1565,73.89,21595.4
spontaneous_breathing,N4,baseline,4217,58685.07,3482.679,58.045,0.1613,73.89,21595.4
spontaneous_breathing,N4,baseline,4341,58786.93,3584.539,59.742,0.166,75.28,21595.4
spontaneous_breathing,N4,baseline,4465,58888.461,3686.07,61.434,0.1707,78.33,21595.4
spontaneous_breathing,N4,baseline,4589,58991.203,3788.812,63.147,0.1754,71.09,21595.4
spontaneous_breathing,N4,baseline,4713,59094.891,3892.5,64.875,0.1802,65.08,21595.4
spontaneous_breathing,N4,baseline,4837,59197.648,3995.257,66.588,0.185,66.82,21595.4
spontaneous_breathing,N4,baseline,4961,59299.812,4097.421,68.29,0.1897,78.33,21595.4
spontaneous_breathing,N4,baseline,5085,59402.883,4200.492,70.008,0.1945,69.85,21595.4
spontaneous_breathing,N4,baseline,5209,59505.609,4303.218,71.72,0.1993,75.28,21595.4
spontaneous_breathing,N4,baseline,5333,59609.766,4407.375,73.456,0.2041,76.05,21595.4
spontaneous_breathing,N4,baseline,5457,59712.664,4510.273,75.171,0.2089,74.53,21595.4
spontaneous_breathing,N4,baseline,5581,59814.203,4611.812,76.864,0.2136,102.39,21595.4
spontaneous_breathing,N4,baseline,5705,59917.836,4715.445,78.591,0.2184,67.95,21595.4
spontaneous_breathing,N4,baseline,5829,60021.625,4819.234,80.321,0.2232,78.33,21595.4
spontaneous_breathing,N4,baseline,5953,60121.414,4919.023,81.984,0.2278,69.2,21595.4
spontaneous_breathing,N4,baseline,6077,60215.156,5012.765,83.546,0.2321,84.39,21595.4
spontaneous_breathing,N4,baseline,6201,60311.086,5108.695,85.145,0.2366,74.53,21595.4
spontaneous_breathing,N4,baseline,6325,60407.852,5205.461,86.758,0.241,66.82,21595.4
spontaneous_breathing,N4,baseline,6449,60506.125,5303.734,88.396,0.2456,73.17,21595.4
spontaneous_breathing,N4,baseline,6573,60607.938,5405.547,90.092,0.2503,80.86,21595.4
spontaneous_breathing,N4,baseline,6697,60709.609,5507.218,91.787,0.255,61.92,21595.4
spontaneous_breathing,N4,baseline,6821,60810.852,5608.461,93.474,0.2597,69.2,21595.4
spontaneous_breathing,N4,baseline,6945,60907.648,5705.257,95.088,0.2642,77.62,21595.4
spontaneous_breathing,N4,baseline,7069,61005.945,5803.554,96.726,0.2687,76.05,21595.4
spontaneous_breathing,N4,baseline,7193,61103.805,5901.414,98.357,0.2733,93.6,21595.4
spontaneous_breathing,N4,baseline,7317,61202.953,6000.562,100.009,0.2779,80.0,21595.4
spontaneous_breathing,N4,baseline,7441,61305.156,6102.765,101.713,0.2826,71.09,21595.4
