group,subject_id,condition,beat_number,elapsed_sec,relative_sec,relative_min,normalized_position,heart_rate_bpm,recording_duration_sec
chi_meditation,C1,meditation,1,19149.633,0.0,0.0,0.0,64.52,3325.8
chi_meditation,C1,meditation,21,19168.805,19.172,0.32,0.0058,60.0,3325.8
chi_meditation,C1,meditation,41,19187.297,37.664,0.628,0.0113,74.53,3325.8
chi_meditation,C1,meditation,61,19203.93,54.297,0.905,0.0163,67.95,3325.8
chi_meditation,C1,meditation,81,19222.07,72.437,1.207,0.0218,62.96,3325.8
chi_meditation,C1,meditation,101,19240.492,90.859,1.514,0.0273,64.52,3325.8
chi_meditation,C1,meditation,121,19259.062,109.429,1.824,0.0329,65.65,3325.8
chi_meditation,C1,meditation,141,19275.469,125.836,2.097,0.0378,62.96,3325.8
chi_meditation,C1,meditation,161,19293.125,143.492,2.392,0.0431,66.82,3325.8
chi_meditation,C1,meditation,181,19310.484,160.851,2.681,0.0484,63.49,3325.8
chi_meditation,C1,meditation,201,19326.805,177.172,2.953,0.0533,62.44,3325.8
chi_meditation,C1,meditation,221,19345.133,195.5,3.258,0.0588,62.96,3325.8
chi_meditation,C1,meditation,241,19362.18,212.547,3.542,0.0639,70.42,3325.8
chi_meditation,C1,meditation,261,19379.859,230.226,3.837,0.0692,77.62,3325.8
chi_meditation,C1,meditation,281,19397.594,247.961,4.133,0.0746,80.0,3325.8
chi_meditation,C1,meditation,301,19415.102,265.469,4.424,0.0798,66.23,3325.8
chi_meditation,C1,meditation,321,19432.758,283.125,4.719,0.0851,69.85,3325.8
chi_meditation,C1,meditation,341,19448.844,299.211,4.987,0.09,60.98,3325.8
chi_meditation,C1,meditation,361,19467.867,318.234,5.304,0.0957,77.62,3325.8
chi_meditation,C1,meditation,381,19485.789,336.156,5.603,0.1011,62.96,3325.8
chi_meditation,C1,meditation,401,19501.805,352.172,5.87,0.1059,66.23,3325.8
chi_meditation,C1,meditation,421,19518.094,368.461,6.141,0.1108,69.2,3325.8
chi_meditation,C1,meditation,441,19535.695,386.062,6.434,0.1161,77.62,3325.8
chi_meditation,C1,meditation,461,19553.023,403.39,6.723,0.1213,78.33,3325.8
chi_meditation,C1,meditation,481,19569.453,419.82,6.997,0.1262,70.42,3325.8
chi_meditation,C1,meditation,501,19587.203,437.57,7.293,0.1316,67.95,3325.8
chi_meditation,C1,meditation,521,19605.547,455.914,7.599,0.1371,64.52,3325.8
chi_meditation,C1,meditation,541,19621.312,471.679,7.861,0.1418,65.65,3325.8
chi_meditation,C1,meditation,561,19638.5,488.867,8.148,0.147,66.82,3325.8
chi_meditation,C1,meditation,581,19655.547,505.914,8.432,0.1521,87.21,3325.8
chi_meditation,C1,meditation,601,19673.055,523.422,8.724,0.1574,76.82,3325.8
chi_meditation,C1,meditation,621,19690.5,540.867,9.014,0.1626,88.24,3325.8
chi_meditation,C1,meditation,641,19708.188,558.555,9.309,0.1679,73.17,3325.8
chi_meditation,C1,meditation,661,19725.031,575.398,9.59,0.173,75.28,3325.8
chi_meditation,C1,meditation,681,19741.43,591.797,9.863,0.1779,73.17,3325.8
chi_meditation,C1,meditation,701,19757.789,608.156,10.136,0.1829,63.49,3325.8
chi_meditation,C1,meditation,721,19775.711,626.078,10.435,0.1883,62.96,3325.8
chi_meditation,C1,meditation,741,19792.773,643.14,10.719,0.1934,62.44,3325.8
chi_meditation,C1,meditation,761,19808.812,659.179,10.986,0.1982,62.44,3325.8
chi_meditation,C1,meditation,781,19825.68,676.047,11.267,0.2033,82.53,3325.8
chi_meditation,C1,meditation,801,19841.812,692.179,11.536,0.2081,92.59,3325.8
chi_meditation,C1,meditation,821,19858.633,709.0,11.817,0.2132,85.35,3325.8
chi_meditation,C1,meditation,841,19874.742,725.109,12.085,0.218,84.39,3325.8
chi_meditation,C1,meditation,861,19891.594,741.961,12.366,0.2231,71.09,3325.8
chi_meditation,C1,meditation,881,19907.359,757.726,12.629,0.2278,63.49,3325.8
chi_meditation,C1,meditation,901,19923.648,774.015,12.9,0.2327,60.98,3325.8
chi_meditation,C1,meditation,921,19940.812,791.179,13.186,0.2379,61.92,3325.8
chi_meditation,C1,meditation,941,19956.938,807.305,13.455,0.2427,60.0,3325.8
chi_meditation,C1,meditation,961,19973.164,823.531,13.726,0.2476,63.49,3325.8
chi_meditation,C1,meditation,981,19990.18,840.547,14.009,0.2527,76.05,3325.8
chi_meditation,C1,meditation,1001,20007.945,858.312,14.305,0.2581,82.53,3325.8
chi_meditation,C1,meditation,1021,20024.312,874.679,14.578,0.263,89.29,3325.8
chi_meditation,C1,meditation,1041,20041.883,892.25,14.871,0.2683,69.2,3325.8
chi_meditation,C1,meditation,1061,20057.578,907.945,15.132,0.273,64.52,3325.8
chi_meditation,C1,meditation,1081,20073.961,924.328,15.405,0.2779,84.39,3325.8
chi_meditation,C1,meditation,1101,20091.359,941.726,15.695,0.2832,78.33,3325.8
chi_meditation,C1,meditation,1121,20107.859,958.226,15.97,0.2881,62.96,3325.8
chi_meditation,C1,meditation,1141,20124.531,974.898,16.248,0.2931,61.92,3325.8
chi_meditation,C1,meditation,1161,20141.312,991.679,16.528,0.2982,60.48,3325.8
chi_meditation,C1,meditation,1181,20157.508,1007.875,16.798,0.3031,66.82,3325.8
chi_meditation,C1,meditation,1201,20173.75,1024.117,17.069,0.3079,60.98,3325.8
chi_meditation,C1,meditation,1221,20191.383,1041.75,17.363,0.3132,63.97,3325.8
chi_meditation,C1,meditation,1241,20207.477,1057.844,17.631,0.3181,67.95,3325.8
chi_meditation,C1,meditation,1261,20224.047,1074.414,17.907,0.3231,76.05,3325.8
chi_meditation,C1,meditation,1281,20241.539,1091.906,18.198,0.3283,64.52,3325.8
chi_meditation,C1,meditation,1301,20258.82,1109.187,18.486,0.3335,66.82,3325.8
chi_meditation,C1,meditation,1321,20274.617,1124.984,18.75,0.3383,66.23,3325.8
chi_meditation,C1,meditation,1341,20292.43,1142.797,19.047,0.3436,65.08,3325.8
chi_meditation,C1,meditation,1361,20308.445,1158.812,19.314,0.3484,67.34,3325.8
chi_meditation,C1,meditation,1381,20325.125,1175.492,19.592,0.3535,64.52,3325.8
chi_meditation,C1,meditation,1401,20340.922,1191.289,19.855,0.3582,69.85,3325.8
chi_meditation,C1,meditation,1421,20357.859,1208.226,20.137,0.3633,88.24,3325.8
chi_meditation,C1,meditation,1441,20374.344,1224.711,20.412,0.3683,76.82,3325.8
chi_meditation,C1,meditation,1461,20391.555,1241.922,20.699,0.3734,74.53,3325.8
chi_meditation,C1,meditation,1481,20407.773,1258.14,20.969,0.3783,69.85,3325.8
chi_meditation,C1,meditation,1501,20423.578,1273.945,21.232,0.3831,67.95,3325.8
chi_meditation,C1,meditation,1521,20439.562,1289.929,21.499,0.3879,66.23,3325.8
chi_meditation,C1,meditation,1541,20456.688,1307.055,21.784,0.393,65.08,3325.8
chi_meditation,C1,meditation,1561,20472.133,1322.5,22.042,0.3977,67.95,3325.8
chi_meditation,C1,meditation,1581,20488.984,1339.351,22.323,0.4027,65.08,3325.8
chi_meditation,C1,meditation,1601,20504.516,1354.883,22.581,0.4074,87.21,3325.8
chi_meditation,C1,meditation,1621,20521.047,1371.414,22.857,0.4124,75.28,3325.8
chi_meditation,C1,meditation,1641,20538.32,1388.687,23.145,0.4176,86.33,3325.8
chi_meditation,C1,meditation,1661,20555.336,1405.703,23.428,0.4227,64.52,3325.8
chi_meditation,C1,meditation,1681,20571.648,1422.015,23.7,0.4276,79.16,3325.8
chi_meditation,C1,meditation,1701,20587.891,1438.258,23.971,0.4325,89.29,3325.8
chi_meditation,C1,meditation,1721,20604.82,1455.187,24.253,0.4376,70.42,3325.8
chi_meditation,C1,meditation,1741,20620.719,1471.086,24.518,0.4423,64.52,3325.8
chi_meditation,C1,meditation,1761,20637.266,1487.633,24.794,0.4473,66.82,3325.8
chi_meditation,C1,meditation,1781,20652.977,1503.344,25.056,0.452,84.39,3325.8
chi_meditation,C1,meditation,1801,20669.375,1519.742,25.329,0.457,72.46,3325.8
chi_meditation,C1,meditation,1821,20686.156,1536.523,25.609,0.462,81.74,3325.8
chi_meditation,C1,meditation,1841,20703.805,1554.172,25.903,0.4673,75.28,3325.8
chi_meditation,C1,meditation,1861,20720.805,1571.172,26.186,0.4724,73.89,3325.8
chi_meditation,C1,meditation,1881,20737.281,1587.648,26.461,0.4774,65.65,3325.8
chi_meditation,C1,meditation,1901,20752.75,1603.117,26.719,0.482,65.08,3325.8
chi_meditation,C1,meditation,1921,20769.633,1620.0,27.0,0.4871,73.17,3325.8
chi_meditation,C1,meditation,1941,20785.898,1636.265,27.271,0.492,93.6,3325.8
chi_meditation,C1,meditation,1961,20802.523,1652.89,27.548,0.497,65.08,3325.8
chi_meditation,C1,meditation,1981,20819.055,1669.422,27.824,0.502,65.65,3325.8
chi_meditation,C1,meditation,2001,20834.266,1684.633,28.077,0.5065,65.08,3325.8
chi_meditation,C1,meditation,2021,20851.781,1702.148,28.369,0.5118,73.89,3325.8
chi_meditation,C1,meditation,2041,20867.273,1717.64,28.627,0.5165,80.0,3325.8
chi_meditation,C1,meditation,2061,20882.25,1732.617,28.877,0.521,87.21,3325.8
chi_meditation,C1,meditation,2081,20898.641,1749.008,29.15,0.5259,84.39,3325.8
chi_meditation,C1,meditation,2101,20914.953,1765.32,29.422,0.5308,88.24,3325.8
chi_meditation,C1,meditation,2121,20932.219,1782.586,29.71,0.536,61.92,3325.8
chi_meditation,C1,meditation,2141,20947.688,1798.055,29.968,0.5406,69.2,3325.8
chi_meditation,C1,meditation,2161,20964.68,1815.047,30.251,0.5458,71.77,3325.8
chi_meditation,C1,meditation,2181,20980.484,1830.851,30.514,0.5505,82.53,3325.8
chi_meditation,C1,meditation,2201,20997.234,1847.601,30.793,0.5555,77.62,3325.8
chi_meditation,C1,meditation,2221,21013.945,1864.312,31.072,0.5606,71.77,3325.8
chi_meditation,C1,meditation,2241,21030.703,1881.07,31.351,0.5656,62.96,3325.8
chi_meditation,C1,meditation,2261,21045.68,1896.047,31.601,0.5701,76.82,3325.8
chi_meditation,C1,meditation,2281,21061.938,1912.305,31.872,0.575,61.41,3325.8
chi_meditation,C1,meditation,2301,21077.672,1928.039,32.134,0.5797,73.17,3325.8
chi_meditation,C1,meditation,2321,21093.914,1944.281,32.405,0.5846,81.74,3325.8
chi_meditation,C1,meditation,2341,21109.844,1960.211,32.67,0.5894,75.28,3325.8
chi_meditation,C1,meditation,2361,21127.117,1977.484,32.958,0.5946,70.42,3325.8
chi_meditation,C1,meditation,2381,21143.164,1993.531,33.226,0.5994,81.74,3325.8
chi_meditation,C1,meditation,2401,21159.867,2010.234,33.504,0.6044,86.33,3325.8
chi_meditation,C1,meditation,2421,21176.18,2026.547,33.776,0.6093,69.85,3325.8
chi_meditation,C1,meditation,2441,21192.797,2043.164,34.053,0.6143,88.24,3325.8
chi_meditation,C1,meditation,2461,21208.914,2059.281,34.321,0.6192,73.17,3325.8
chi_meditation,C1,meditation,2481,21226.023,2076.39,34.606,0.6243,82.53,3325.8
chi_meditation,C1,meditation,2501,21241.711,2092.078,34.868,0.6291,64.52,3325.8
chi_meditation,C1,meditation,2521,21258.094,2108.461,35.141,0.634,66.82,3325.8
chi_meditation,C1,meditation,2541,21273.859,2124.226,35.404,0.6387,69.85,3325.8
chi_meditation,C1,meditation,2561,21290.023,2140.39,35.673,0.6436,69.85,3325.8
chi_meditation,C1,meditation,2581,21305.156,2155.523,35.925,0.6481,73.17,3325.8
chi_meditation,C1,meditation,2601,21321.438,2171.805,36.197,0.653,84.39,3325.8
chi_meditation,C1,meditation,2621,21338.664,2189.031,36.484,0.6582,83.45,3325.8
chi_meditation,C1,meditation,2641,21355.312,2205.679,36.761,0.6632,81.74,3325.8
chi_meditation,C1,meditation,2661,21372.172,2222.539,37.042,0.6683,69.85,3325.8
chi_meditation,C1,meditation,2681,21389.258,2239.625,37.327,0.6734,69.2,3325.8
chi_meditation,C1,meditation,2701,21404.508,2254.875,37.581,0.678,68.57,3325.8
chi_meditation,C1,meditation,2721,21420.484,2270.851,37.848,0.6828,80.0,3325.8
chi_meditation,C1,meditation,2741,21437.195,2287.562,38.126,0.6878,67.95,3325.8
chi_meditation,C1,meditation,2761,21454.055,2304.422,38.407,0.6929,70.42,3325.8
chi_meditation,C1,meditation,2781,21470.109,2320.476,38.675,0.6977,85.35,3325.8
chi_meditation,C1,meditation,2801,21487.5,2337.867,38.964,0.703,72.46,3325.8
chi_meditation,C1,meditation,2821,21503.734,2354.101,39.235,0.7078,77.62,3325.8
chi_meditation,C1,meditation,2841,21519.406,2369.773,39.496,0.7126,69.2,3325.8
chi_meditation,C1,meditation,2861,21534.453,2384.82,39.747,0.7171,69.2,3325.8
chi_meditation,C1,meditation,2881,21551.164,2401.531,40.026,0.7221,88.24,3325.8
chi_meditation,C1,meditation,2901,21567.57,2417.937,40.299,0.727,82.53,3325.8
chi_meditation,C1,meditation,2921,21584.18,2434.547,40.576,0.732,90.36,3325.8
chi_meditation,C1,meditation,2941,21600.398,2450.765,40.846,0.7369,80.86,3325.8
chi_meditation,C1,meditation,2961,21617.023,2467.39,41.123,0.7419,87.21,3325.8
chi_meditation,C1,meditation,2981,21633.344,2483.711,41.395,0.7468,69.2,3325.8
chi_meditation,C1,meditation,3001,21650.016,2500.383,41.673,0.7518,69.85,3325.8
chi_meditation,C1,meditation,3021,21665.617,2515.984,41.933,0.7565,66.23,3325.8
chi_meditation,C1,meditation,3041,21681.688,2532.055,42.201,0.7613,72.46,3325.8
chi_meditation,C1,meditation,3061,21697.102,2547.469,42.458,0.766,79.16,3325.8
chi_meditation,C1,meditation,3081,21713.93,2564.297,42.738,0.771,92.59,3325.8
chi_meditation,C1,meditation,3101,21729.664,2580.031,43.001,0.7758,71.77,3325.8
chi_meditation,C1,meditation,3121,21745.195,2595.562,43.259,0.7804,62.96,3325.8
chi_meditation,C1,meditation,3141,21761.359,2611.726,43.529,0.7853,70.42,3325.8
chi_meditation,C1,meditation,3161,21778.242,2628.609,43.81,0.7904,67.95,3325.8
chi_meditation,C1,meditation,3181,21794.922,2645.289,44.088,0.7954,73.17,3325.8
chi_meditation,C1,meditation,3201,21811.844,2662.211,44.37,0.8005,67.95,3325.8
chi_meditation,C1,meditation,3221,21829.344,2679.711,44.662,0.8057,64.52,3325.8
chi_meditation,C1,meditation,3241,21846.914,2697.281,44.955,0.811,67.95,3325.8
chi_meditation,C1,meditation,3261,21862.945,2713.312,45.222,0.8158,76.05,3325.8
chi_meditation,C1,meditation,3281,21880.234,2730.601,45.51,0.821,64.52,3325.8
chi_meditation,C1,meditation,3301,21896.453,2746.82,45.78,0.8259,67.95,3325.8
chi_meditation,C1,meditation,3321,21913.125,2763.492,46.058,0.8309,72.46,3325.8
chi_meditation,C1,meditation,3341,21929.953,2780.32,46.339,0.836,82.53,3325.8
chi_meditation,C1,meditation,3361,21945.969,2796.336,46.606,0.8408,73.89,3325.8
chi_meditation,C1,meditation,3381,21962.523,2812.89,46.881,0.8458,81.74,3325.8
chi_meditation,C1,meditation,3401,21979.297,2829.664,47.161,0.8508,80.86,3325.8
chi_meditation,C1,meditation,3421,21995.414,2845.781,47.43,0.8557,69.85,3325.8
chi_meditation,C1,meditation,3441,22010.188,2860.555,47.676,0.8601,75.28,3325.8
chi_meditation,C1,meditation,3461,22025.57,2875.937,47.932,0.8647,74.53,3325.8
chi_meditation,C1,meditation,3481,22042.594,2892.961,48.216,0.8699,64.52,3325.8
chi_meditation,C1,meditation,3501,22060.18,2910.547,48.509,0.8752,75.28,3325.8
chi_meditation,C1,meditation,3521,22077.531,2927.898,48.798,0.8804,73.89,3325.8
chi_meditation,C1,meditation,3541,22092.531,2942.898,49.048,0.8849,71.77,3325.8
chi_meditation,C1,meditation,3561,22108.414,2958.781,49.313,0.8897,73.89,3325.8
chi_meditation,C1,meditation,3581,22124.57,2974.937,49.582,0.8945,68.57,3325.8
chi_meditation,C1,meditation,3601,22141.938,2992.305,49.872,0.8997,63.97,3325.8
chi_meditation,C1,meditation,3621,22159.172,3009.539,50.159,0.9049,73.17,3325.8
chi_meditation,C1,meditation,3641,22174.102,3024.469,50.408,0.9094,74.53,3325.8
chi_meditation,C1,meditation,3661,22190.734,3041.101,50.685,0.9144,67.34,3325.8
chi_meditation,C1,meditation,3681,22206.906,3057.273,50.955,0.9193,88.24,3325.8
chi_meditation,C1,meditation,3701,22222.469,3072.836,51.214,0.924,71.77,3325.8
chi_meditation,C1,meditation,3721,22236.875,3087.242,51.454,0.9283,83.45,3325.8
chi_meditation,C1,meditation,3741,22251.781,3102.148,51.702,0.9328,80.86,3325.8
chi_meditation,C1,meditation,3761,22266.688,3117.055,51.951,0.9372,78.33,3325.8
chi_meditation,C1,meditation,3781,22282.703,3133.07,52.218,0.9421,74.53,3325.8
chi_meditation,C1,meditation,3801,22297.07,3147.437,52.457,0.9464,77.62,3325.8
chi_meditation,C1,meditation,3821,22313.008,3163.375,52.723,0.9512,75.28,3325.8
chi_meditation,C1,meditation,3841,22327.055,3177.422,52.957,0.9554,98.52,3325.8
chi_meditation,C1,meditation,3861,22343.164,3193.531,53.226,0.9602,69.2,3325.8
chi_meditation,C1,meditation,3881,22358.68,3209.047,53.484,0.9649,70.42,3325.8
chi_meditation,C1,meditation,3901,22377.219,3227.586,53.793,0.9705,76.82,3325.8
chi_meditation,C1,meditation,3921,22390.008,3240.375,54.006,0.9743,94.79,3325.8
chi_meditation,C1,meditation,3941,22404.547,3254.914,54.249,0.9787,90.36,3325.8
chi_meditation,C1,meditation,3961,22419.188,3269.555,54.493,0.9831,74.53,3325.8
chi_meditation,C1,meditation,3981,22434.281,3284.648,54.744,0.9876,84.39,3325.8
chi_meditation,C1,meditation,4001,22449.703,3300.07,55.001,0.9923,73.17,3325.8
chi_meditation,C1,meditation,4021,22465.664,3316.031,55.267,0.9971,76.82,3325.8
chi_meditation,C1,pre_meditation,1,15552.672,0.0,0.0,0.0,61.41,3490.4
chi_meditation,C1,pre_meditation,21,15571.156,18.484,0.308,0.0053,68.57,3490.4
chi_meditation,C1,pre_meditation,41,15589.609,36.937,0.616,0.0106,67.34,3490.4
chi_meditation,C1,pre_meditation,61,15608.945,56.273,0.938,0.0161,64.52,3490.4
chi_meditation,C1,pre_meditation,81,15628.266,75.594,1.26,0.0217,64.52,3490.4
chi_meditation,C1,pre_meditation,101,15646.43,93.758,1.563,0.0269,62.44,3490.4
chi_meditation,C1,pre_meditation,121,15665.117,112.445,1.874,0.0322,66.23,3490.4
chi_meditation,C1,pre_meditation,141,15683.781,131.109,2.185,0.0376,68.57,3490.4
chi_meditation,C1,pre_meditation,161,15702.797,150.125,2.502,0.043,61.92,3490.4
chi_meditation,C1,pre_meditation,181,15720.305,167.633,2.794,0.048,67.95,3490.4
chi_meditation,C1,pre_meditation,201,15738.875,186.203,3.103,0.0533,66.23,3490.4
chi_meditation,C1,pre_meditation,221,15757.781,205.109,3.418,0.0588,60.0,3490.4
chi_meditation,C1,pre_meditation,241,15776.758,224.086,3.735,0.0642,62.96,3490.4
chi_meditation,C1,pre_meditation,261,15795.75,243.078,4.051,0.0696,57.75,3490.4
chi_meditation,C1,pre_meditation,281,15814.758,262.086,4.368,0.0751,65.65,3490.4
chi_meditation,C1,pre_meditation,301,15833.969,281.297,4.688,0.0806,61.92,3490.4
chi_meditation,C1,pre_meditation,321,15852.281,299.609,4.993,0.0858,69.2,3490.4
chi_meditation,C1,pre_meditation,341,15868.898,316.226,5.27,0.0906,67.34,3490.4
chi_meditation,C1,pre_meditation,361,15886.891,334.219,5.57,0.0958,63.97,3490.4
chi_meditation,C1,pre_meditation,381,15904.969,352.297,5.872,0.1009,66.23,3490.4
chi_meditation,C1,pre_meditation,401,15922.719,370.047,6.167,0.106,65.65,3490.4
chi_meditation,C1,pre_meditation,421,15940.562,387.89,6.465,0.1111,66.23,3490.4
chi_meditation,C1,pre_meditation,441,15958.438,405.766,6.763,0.1163,67.95,3490.4
chi_meditation,C1,pre_meditation,461,15976.305,423.633,7.061,0.1214,71.09,3490.4
chi_meditation,C1,pre_meditation,481,15993.984,441.312,7.355,0.1264,72.46,3490.4
chi_meditation,C1,pre_meditation,501,16011.68,459.008,7.65,0.1315,72.46,3490.4
chi_meditation,C1,pre_meditation,521,16029.039,476.367,7.939,0.1365,74.53,3490.4
chi_meditation,C1,pre_meditation,541,16046.031,493.359,8.223,0.1413,71.77,3490.4
chi_meditation,C1,pre_meditation,561,16060.023,507.351,8.456,0.1454,93.6,3490.4
chi_meditation,C1,pre_meditation,581,16072.148,519.476,8.658,0.1488,98.52,3490.4
chi_meditation,C1,pre_meditation,601,16085.016,532.344,8.872,0.1525,101.01,3490.4
chi_meditation,C1,pre_meditation,621,16098.078,545.406,9.09,0.1563,90.36,3490.4
chi_meditation,C1,pre_meditation,641,16111.445,558.773,9.313,0.1601,96.0,3490.4
chi_meditation,C1,pre_meditation,661,16124.906,572.234,9.537,0.1639,82.53,3490.4
chi_meditation,C1,pre_meditation,681,16137.297,584.625,9.744,0.1675,102.39,3490.4
chi_meditation,C1,pre_meditation,701,16148.242,595.57,9.926,0.1706,112.99,3490.4
chi_meditation,C1,pre_meditation,721,16158.859,606.187,10.103,0.1737,109.69,3490.4
chi_meditation,C1,pre_meditation,741,16169.812,617.14,10.286,0.1768,105.26,3490.4
chi_meditation,C1,pre_meditation,761,16181.359,628.687,10.478,0.1801,99.67,3490.4
chi_meditation,C1,pre_meditation,781,16193.492,640.82,10.68,0.1836,98.52,3490.4
chi_meditation,C1,pre_meditation,801,16208.141,655.469,10.924,0.1878,68.57,3490.4
chi_meditation,C1,pre_meditation,821,16225.758,673.086,11.218,0.1928,69.2,3490.4
chi_meditation,C1,pre_meditation,841,16243.719,691.047,11.517,0.198,62.96,3490.4
chi_meditation,C1,pre_meditation,861,16262.758,710.086,11.835,0.2034,67.34,3490.4
chi_meditation,C1,pre_meditation,881,16281.156,728.484,12.141,0.2087,65.08,3490.4
chi_meditation,C1,pre_meditation,901,16300.391,747.719,12.462,0.2142,65.65,3490.4
chi_meditation,C1,pre_meditation,921,16317.891,765.219,12.754,0.2192,66.82,3490.4
chi_meditation,C1,pre_meditation,941,16336.664,783.992,13.067,0.2246,63.49,3490.4
chi_meditation,C1,pre_meditation,961,16354.453,801.781,13.363,0.2297,71.77,3490.4
chi_meditation,C1,pre_meditation,981,16370.164,817.492,13.625,0.2342,71.09,3490.4
chi_meditation,C1,pre_meditation,1001,16386.648,833.976,13.9,0.2389,83.45,3490.4
chi_meditation,C1,pre_meditation,1021,16403.195,850.523,14.175,0.2437,66.82,3490.4
chi_meditation,C1,pre_meditation,1041,16420.586,867.914,14.465,0.2487,63.97,3490.4
chi_meditation,C1,pre_meditation,1061,16438.961,886.289,14.771,0.2539,69.2,3490.4
chi_meditation,C1,pre_meditation,1081,16456.531,903.859,15.064,0.259,64.52,3490.4
chi_meditation,C1,pre_meditation,1101,16474.633,921.961,15.366,0.2641,73.17,3490.4
chi_meditation,C1,pre_meditation,1121,16491.906,939.234,15.654,0.2691,68.57,3490.4
chi_meditation,C1,pre_meditation,1141,16508.312,955.64,15.927,0.2738,73.89,3490.4
chi_meditation,C1,pre_meditation,1161,16524.469,971.797,16.197,0.2784,65.65,3490.4
chi_meditation,C1,pre_meditation,1181,16542.891,990.219,16.504,0.2837,62.96,3490.4
chi_meditation,C1,pre_meditation,1201,16560.898,1008.226,16.804,0.2889,65.08,3490.4
chi_meditation,C1,pre_meditation,1221,16579.078,1026.406,17.107,0.2941,71.09,3490.4
chi_meditation,C1,pre_meditation,1241,16597.047,1044.375,17.406,0.2992,63.49,3490.4
chi_meditation,C1,pre_meditation,1261,16614.797,1062.125,17.702,0.3043,71.77,3490.4
chi_meditation,C1,pre_meditation,1281,16632.648,1079.976,18.0,0.3094,69.2,3490.4
chi_meditation,C1,pre_meditation,1301,16648.172,1095.5,18.258,0.3139,81.74,3490.4
chi_meditation,C1,pre_meditation,1321,16664.109,1111.437,18.524,0.3184,80.86,3490.4
chi_meditation,C1,pre_meditation,1341,16679.688,1127.016,18.784,0.3229,67.34,3490.4
chi_meditation,C1,pre_meditation,1361,16696.391,1143.719,19.062,0.3277,67.95,3490.4
chi_meditation,C1,pre_meditation,1381,16714.383,1161.711,19.362,0.3328,71.77,3490.4
chi_meditation,C1,pre_meditation,1401,16730.914,1178.242,19.637,0.3376,76.82,3490.4
chi_meditation,C1,pre_meditation,1421,16746.18,1193.508,19.892,0.3419,80.0,3490.4
chi_meditation,C1,pre_meditation,1441,16763.273,1210.601,20.177,0.3468,65.65,3490.4
chi_meditation,C1,pre_meditation,1461,16780.914,1228.242,20.471,0.3519,62.96,3490.4
chi_meditation,C1,pre_meditation,1481,16797.633,1244.961,20.749,0.3567,74.53,3490.4
chi_meditation,C1,pre_meditation,1501,16815.031,1262.359,21.039,0.3617,78.33,3490.4
chi_meditation,C1,pre_meditation,1521,16832.414,1279.742,21.329,0.3666,71.77,3490.4
chi_meditation,C1,pre_meditation,1541,16848.148,1295.476,21.591,0.3711,71.77,3490.4
chi_meditation,C1,pre_meditation,1561,16865.883,1313.211,21.887,0.3762,63.49,3490.4
chi_meditation,C1,pre_meditation,1581,16883.68,1331.008,22.183,0.3813,69.85,3490.4
chi_meditation,C1,pre_meditation,1601,16901.289,1348.617,22.477,0.3864,77.62,3490.4
chi_meditation,C1,pre_meditation,1621,16916.93,1364.258,22.738,0.3909,78.33,3490.4
chi_meditation,C1,pre_meditation,1641,16933.445,1380.773,23.013,0.3956,71.77,3490.4
chi_meditation,C1,pre_meditation,1661,16950.68,1398.008,23.3,0.4005,65.08,3490.4
chi_meditation,C1,pre_meditation,1681,16968.258,1415.586,23.593,0.4056,62.44,3490.4
chi_meditation,C1,pre_meditation,1701,16986.227,1433.555,23.893,0.4107,63.49,3490.4
chi_meditation,C1,pre_meditation,1721,17003.992,1451.32,24.189,0.4158,65.65,3490.4
chi_meditation,C1,pre_meditation,1741,17021.641,1468.969,24.483,0.4209,63.49,3490.4
chi_meditation,C1,pre_meditation,1761,17039.422,1486.75,24.779,0.4259,79.16,3490.4
chi_meditation,C1,pre_meditation,1781,17056.516,1503.844,25.064,0.4308,73.17,3490.4
chi_meditation,C1,pre_meditation,1801,17072.727,1520.055,25.334,0.4355,73.89,3490.4
chi_meditation,C1,pre_meditation,1821,17089.734,1537.062,25.618,0.4404,79.16,3490.4
chi_meditation,C1,pre_meditation,1841,17107.047,1554.375,25.906,0.4453,70.42,3490.4
chi_meditation,C1,pre_meditation,1861,17124.656,1571.984,26.2,0.4504,71.09,3490.4
chi_meditation,C1,pre_meditation,1881,17142.328,1589.656,26.494,0.4554,65.65,3490.4
chi_meditation,C1,pre_meditation,1901,17159.375,1606.703,26.778,0.4603,79.16,3490.4
chi_meditation,C1,pre_meditation,1921,17175.281,1622.609,27.043,0.4649,73.89,3490.4
chi_meditation,C1,pre_meditation,1941,17192.766,1640.094,27.335,0.4699,66.82,3490.4
chi_meditation,C1,pre_meditation,1961,17209.891,1657.219,27.62,0.4748,76.05,3490.4
chi_meditation,C1,pre_meditation,1981,17226.508,1673.836,27.897,0.4795,71.77,3490.4
chi_meditation,C1,pre_meditation,2001,17242.711,1690.039,28.167,0.4842,64.52,3490.4
chi_meditation,C1,pre_meditation,2021,17259.938,1707.266,28.454,0.4891,68.57,3490.4
chi_meditation,C1,pre_meditation,2041,17277.555,1724.883,28.748,0.4942,69.2,3490.4
chi_meditation,C1,pre_meditation,2061,17295.734,1743.062,29.051,0.4994,67.95,3490.4
chi_meditation,C1,pre_meditation,2081,17313.969,1761.297,29.355,0.5046,67.34,3490.4
chi_meditation,C1,pre_meditation,2101,17330.57,1777.898,29.632,0.5094,83.45,3490.4
